File Name,20210924_Variant91_MB.pcrd,,,,,
Created By User,admin,,,,,
Notes,,,,,,
ID,,,,,,
Run Started,09/24/2021 19:04:59 UTC,,,,,
Run Ended,09/24/2021 20:17:46 UTC,,,,,
Sample Vol,20,,,,,
Lid Temp,105,,,,,
Protocol File Name,Luna_Variant-PCR_Program.prcl,,,,,
Plate Setup File Name,Luna_Multiplex_Plate.pltd,,,,,
Base Serial Number,CT050044,,,,,
Optical Head Serial Number,785BR27304,,,,,
CFX Maestro Version,5.2.008.0222. ,,,,,
,,,,,,
Well group,All Wells,,,,,
Amplification step,4,,,,,
Melt step,,,,,,
,,,,,,
,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
B03,FAM,,Unkn,,39.5630559153202,NaN
B04,FAM,,Unkn,,39.2110844129883,NaN
B05,FAM,,Unkn,,35.5500317078339,NaN
B06,FAM,,Unkn,,34.0842858087601,NaN
B07,FAM,,Unkn,,32.2087319191857,NaN
B08,FAM,,Unkn,,32.8903071464258,NaN
B09,FAM,,Unkn,,34.2462411342411,NaN
B10,FAM,,Unkn,,NaN,NaN
B11,FAM,,Unkn,,NaN,NaN
B12,FAM,,Unkn,,NaN,NaN
C01,FAM,,Unkn,,36.187418648696,NaN
C02,FAM,,Unkn,,36.1169141938207,NaN
C03,FAM,,Unkn,,29.0616403650739,NaN
C04,FAM,,Unkn,,32.2984500434476,NaN
C05,FAM,,Unkn,,22.3417369780794,NaN
C06,FAM,,Unkn,,28.2386359738349,NaN
C07,FAM,,Unkn,,22.7873115667205,NaN
C08,FAM,,Unkn,,30.4075328455308,NaN
C09,FAM,,Unkn,,33.0370091226345,NaN
C10,FAM,,Unkn,,NaN,NaN
C11,FAM,,Unkn,,NaN,NaN
C12,FAM,,Unkn,,NaN,NaN
D01,FAM,,Unkn,,28.4780016916224,NaN
D02,FAM,,Unkn,,28.7773408095671,NaN
D03,FAM,,Unkn,,NaN,NaN
D04,FAM,,Unkn,,34.0859767235539,NaN
D05,FAM,,Unkn,,37.5955513104441,NaN
D06,FAM,,Unkn,,36.8008471680525,NaN
D07,FAM,,Unkn,,26.7282859207808,NaN
D08,FAM,,Unkn,,35.288874780921,NaN
D09,FAM,,Unkn,,35.0907888033249,NaN
D10,FAM,,Unkn,,NaN,NaN
D11,FAM,,Unkn,,NaN,NaN
D12,FAM,,Unkn,,NaN,NaN
E01,FAM,,Unkn,,36.9626660113273,NaN
E02,FAM,,Unkn,,36.4895101355005,NaN
E03,FAM,,Unkn,,23.9097756696996,NaN
E04,FAM,,Unkn,,23.0623771183385,NaN
E05,FAM,,Unkn,,23.1041829186866,NaN
E06,FAM,,Unkn,,33.3034499788592,NaN
E07,FAM,,Unkn,,28.6834484772811,NaN
E08,FAM,,Unkn,,26.1343660901083,NaN
E09,FAM,,Unkn,,NaN,NaN
E10,FAM,,Unkn,,NaN,NaN
E11,FAM,,Unkn,,NaN,NaN
E12,FAM,,Unkn,,NaN,NaN
F01,FAM,,Unkn,,28.5743720155217,NaN
F02,FAM,,Unkn,,34.1460651564038,NaN
F03,FAM,,Unkn,,36.0995021277207,NaN
F04,FAM,,Unkn,,37.6186696171547,NaN
F05,FAM,,Unkn,,37.0727678376589,NaN
F06,FAM,,Unkn,,35.0610399893706,NaN
F07,FAM,,Unkn,,21.7064710076625,NaN
F08,FAM,,Unkn,,26.0832776290292,NaN
F09,FAM,,Unkn,,NaN,NaN
F10,FAM,,Unkn,,NaN,NaN
F11,FAM,,Unkn,,NaN,NaN
F12,FAM,,Unkn,,NaN,NaN
G01,FAM,,Unkn,,26.3215919299874,NaN
G02,FAM,,Unkn,,29.9972672389907,NaN
G03,FAM,,Unkn,,34.7049796052975,NaN
G04,FAM,,Unkn,,34.0905268420363,NaN
G05,FAM,,Unkn,,29.4525833071154,NaN
G06,FAM,,Unkn,,27.7833876854849,NaN
G07,FAM,,Unkn,,24.3177758614284,NaN
G08,FAM,,Unkn,,39.4281733018902,NaN
G09,FAM,,Unkn,,NaN,NaN
G10,FAM,,Unkn,,NaN,NaN
G11,FAM,,Unkn,,NaN,NaN
G12,FAM,,Unkn,RNA 1E3,30.435066205762,NaN
H01,FAM,,Unkn,,29.4631490081157,NaN
H02,FAM,,Unkn,,27.7424902954763,NaN
H03,FAM,,Unkn,,35.3792179339509,NaN
H04,FAM,,Unkn,,38.0768627805107,NaN
H05,FAM,,Unkn,,26.0061457489485,NaN
H06,FAM,,Unkn,,27.2341974054789,NaN
H07,FAM,,Unkn,,27.2847007020567,NaN
H08,FAM,,Unkn,,36.0594503532959,NaN
H09,FAM,,Unkn,,NaN,NaN
H10,FAM,,Unkn,,NaN,NaN
H11,FAM,,Unkn,,NaN,NaN
H12,FAM,,Unkn,RNA 1E3,30.6759242313221,NaN
A01,HEX,,Unkn,,24.961965802878,NaN
A02,HEX,,Unkn,,20.161477099371,NaN
A03,HEX,,Unkn,,NaN,NaN
A04,HEX,,Unkn,,33.3327734035707,NaN
A05,HEX,,Unkn,,26.5101570841324,NaN
A06,HEX,,Unkn,,31.6771608759548,NaN
A07,HEX,,Unkn,,32.7048366954979,NaN
A08,HEX,,Unkn,,26.9046807701419,NaN
A09,HEX,,Unkn,,34.9197455489418,NaN
A10,HEX,,Unkn,,NaN,NaN
A11,HEX,,Unkn,,NaN,NaN
A12,HEX,,Unkn,,NaN,NaN
B01,HEX,,Unkn,,21.6234558458376,NaN
B02,HEX,,Unkn,,33.1157793350099,NaN
B03,HEX,,Unkn,,NaN,NaN
B04,HEX,,Unkn,,NaN,NaN
B05,HEX,,Unkn,,34.8426532403999,NaN
B06,HEX,,Unkn,,34.1421105799917,NaN
B07,HEX,,Unkn,,34.0289170310643,NaN
B08,HEX,,Unkn,,31.3802749635006,NaN
B09,HEX,,Unkn,,33.7422020344245,NaN
B10,HEX,,Unkn,,NaN,NaN
B11,HEX,,Unkn,,NaN,NaN
B12,HEX,,Unkn,,NaN,NaN
C01,HEX,,Unkn,,NaN,NaN
C02,HEX,,Unkn,,34.9314225423313,NaN
C03,HEX,,Unkn,,29.2123983728592,NaN
C04,HEX,,Unkn,,31.772531554635,NaN
C05,HEX,,Unkn,,22.2915687252913,NaN
C06,HEX,,Unkn,,28.859777533069,NaN
C07,HEX,,Unkn,,22.8278263620845,NaN
C08,HEX,,Unkn,,30.1802330904804,NaN
C09,HEX,,Unkn,,32.2594267464516,NaN
C10,HEX,,Unkn,,NaN,NaN
C11,HEX,,Unkn,,NaN,NaN
C12,HEX,,Unkn,,NaN,NaN
D01,HEX,,Unkn,,28.2655498507819,NaN
D02,HEX,,Unkn,,28.4746999649697,NaN
D03,HEX,,Unkn,,NaN,NaN
D04,HEX,,Unkn,,33.9687095120308,NaN
D05,HEX,,Unkn,,39.4748595977149,NaN
D06,HEX,,Unkn,,37.0343388235085,NaN
D07,HEX,,Unkn,,26.9332455802482,NaN
D08,HEX,,Unkn,,35.034993978791,NaN
D09,HEX,,Unkn,,34.4254206158095,NaN
D10,HEX,,Unkn,,NaN,NaN
D11,HEX,,Unkn,,NaN,NaN
D12,HEX,,Unkn,,NaN,NaN
E01,HEX,,Unkn,,NaN,NaN
E02,HEX,,Unkn,,36.0930700823094,NaN
E03,HEX,,Unkn,,24.0663877604379,NaN
E04,HEX,,Unkn,,22.8473360324072,NaN
E05,HEX,,Unkn,,23.244016688076,NaN
E06,HEX,,Unkn,,32.1060883447161,NaN
E07,HEX,,Unkn,,28.0395049172268,NaN
E08,HEX,,Unkn,,25.9791519222318,NaN
E09,HEX,,Unkn,,NaN,NaN
E10,HEX,,Unkn,,NaN,NaN
E11,HEX,,Unkn,,NaN,NaN
E12,HEX,,Unkn,,NaN,NaN
F01,HEX,,Unkn,,28.1117323715208,NaN
F02,HEX,,Unkn,,34.156279506559,NaN
F03,HEX,,Unkn,,36.4895827269245,NaN
F04,HEX,,Unkn,,NaN,NaN
F05,HEX,,Unkn,,36.4798454916467,NaN
F06,HEX,,Unkn,,35.3765694233021,NaN
F07,HEX,,Unkn,,21.8974023407946,NaN
F08,HEX,,Unkn,,26.1409785750236,NaN
F09,HEX,,Unkn,,NaN,NaN
F10,HEX,,Unkn,,NaN,NaN
F11,HEX,,Unkn,,NaN,NaN
F12,HEX,,Unkn,,NaN,NaN
G01,HEX,,Unkn,,26.0689530195326,NaN
G02,HEX,,Unkn,,29.2809440826263,NaN
G03,HEX,,Unkn,,35.3858754969082,NaN
G04,HEX,,Unkn,,33.3916008632661,NaN
G05,HEX,,Unkn,,29.4015138753884,NaN
G06,HEX,,Unkn,,27.7888128944116,NaN
G07,HEX,,Unkn,,23.7764957090666,NaN
G08,HEX,,Unkn,,NaN,NaN
G09,HEX,,Unkn,,NaN,NaN
G10,HEX,,Unkn,,NaN,NaN
G11,HEX,,Unkn,,NaN,NaN
G12,HEX,,Unkn,RNA 1E3,30.3795786332144,NaN
H01,HEX,,Unkn,,29.3491968153534,NaN
H02,HEX,,Unkn,,27.2499679825976,NaN
H03,HEX,,Unkn,,35.2217221282164,NaN
H04,HEX,,Unkn,,38.9109908868737,NaN
H05,HEX,,Unkn,,25.4967392114591,NaN
H06,HEX,,Unkn,,27.7474580189948,NaN
H07,HEX,,Unkn,,27.5143314543089,NaN
H08,HEX,,Unkn,,35.439305457898,NaN
H09,HEX,,Unkn,,NaN,NaN
H10,HEX,,Unkn,,NaN,NaN
H11,HEX,,Unkn,,NaN,NaN
H12,HEX,,Unkn,RNA 1E3,30.518055413354,NaN
